,Review,Review_norm,review_tokens,review_tokens_SR
270,masalah kulitku jerawat tipe kulitku sensitif masalah kulitku pori besar,masalah kulitku jerawat tipe kulitku sensitif masalah kulitku pori besar,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'pori', 'besar']"
271,akhirnya nyobain juga yg lagi viral fiks emang sebagus itu sih shade nina cocok di kulit ku yang light medium checkmatte joker juga bagus banget asli ringan tahan lama juga,akhirnya mencoba juga yang lagi viral fiks memang sebagus itu sih shade nina cocok di kulit ku yang light medium checkmatte joker juga bagus banget asli ringan tahan lama juga,"['akhirnya', 'mencoba', 'juga', 'yang', 'lagi', 'viral', 'fiks', 'memang', 'sebagus', 'itu', 'sih', 'shade', 'nina', 'cocok', 'di', 'kulit', 'ku', 'yang', 'light', 'medium', 'checkmatte', 'joker', 'juga', 'bagus', 'banget', 'asli', 'ringan', 'tahan', 'lama', 'juga']","['akhirnya', 'mencoba', 'viral', 'fiks', 'memang', 'sebagus', 'sih', 'shade', 'nina', 'cocok', 'kulit', 'ku', 'light', 'medium', 'checkmatte', 'joker', 'bagus', 'banget', 'asli', 'ringan', 'tahan', 'lama']"
272,waah dapat potongan harga bonus penjepit mata juga alhamdulillah terimakasih,wah dapat potongan harga bonus penjepit mata juga alhamdulillah terima kasih,"['wah', 'dapat', 'potongan', 'harga', 'bonus', 'penjepit', 'mata', 'juga', 'alhamdulillah', 'terima', 'kasih']","['wah', 'potongan', 'harga', 'bonus', 'penjepit', 'mata', 'alhamdulillah', 'terima', 'kasih']"
273,cocok untuk kulit saya,cocok untuk kulit saya,"['cocok', 'untuk', 'kulit', 'saya']","['cocok', 'kulit']"
274,sesuai pesanan cocok di kulit saya,sesuai pesanan cocok di kulit saya,"['sesuai', 'pesanan', 'cocok', 'di', 'kulit', 'saya']","['sesuai', 'pesanan', 'cocok', 'kulit']"
275,sesuai pesanan jerawat di punggung sudah berkurang,sesuai pesanan jerawat di punggung sudah berkurang,"['sesuai', 'pesanan', 'jerawat', 'di', 'punggung', 'sudah', 'berkurang']","['sesuai', 'pesanan', 'jerawat', 'punggung', 'berkurang']"
276,andalan kalau keluar siang siang,andalan kalau keluar siang siang,"['andalan', 'kalau', 'keluar', 'siang', 'siang']","['andalan', 'kalau', 'keluar', 'siang', 'siang']"
277,produk sesuai deskripsi teksturnya haluus efektif menahan minyak di muka menutup pori awal dipakai memang kelihatan kurang blend agak dempul tp bbrp saat kemudian bisa ngeblend dengan baik sekali sampai sore pengiriman diproses cepat menurut sy sedikit kekurangan di packaging lubang bedaknya terlalu besar dibanding sponsnya sehingga kl ambil bedaknya dgn cara dibalik agak berceceran di sekelilingnya overall bagus dan akan repurchase,produk sesuai deskripsi teksturnya haluus efektif menahan minyak di muka menutup pori awal dipakai memang kelihatan kurang blend agak dempul tapi beberapa saat kemudian bisa ngeblend dengan baik sekali sampai sore pengiriman diproses cepat menurut saya sedikit kekurangan di packaging lubang bedaknya terlalu besar dibanding sponsnya sehingga kalo ambil bedaknya dengan cara dibalik agak berceceran di sekelilingnya overall bagus dan akan repurchase,"['produk', 'sesuai', 'deskripsi', 'teksturnya', 'haluus', 'efektif', 'menahan', 'minyak', 'di', 'muka', 'menutup', 'pori', 'awal', 'dipakai', 'memang', 'kelihatan', 'kurang', 'blend', 'agak', 'dempul', 'tapi', 'beberapa', 'saat', 'kemudian', 'bisa', 'ngeblend', 'dengan', 'baik', 'sekali', 'sampai', 'sore', 'pengiriman', 'diproses', 'cepat', 'menurut', 'saya', 'sedikit', 'kekurangan', 'di', 'packaging', 'lubang', 'bedaknya', 'terlalu', 'besar', 'dibanding', 'sponsnya', 'sehingga', 'kalo', 'ambil', 'bedaknya', 'dengan', 'cara', 'dibalik', 'agak', 'berceceran', 'di', 'sekelilingnya', 'overall', 'bagus', 'dan', 'akan', 'repurchase']","['produk', 'sesuai', 'deskripsi', 'teksturnya', 'haluus', 'efektif', 'menahan', 'minyak', 'muka', 'menutup', 'pori', 'awal', 'dipakai', 'memang', 'kelihatan', 'kurang', 'blend', 'dempul', 'beberapa', 'kemudian', 'ngeblend', 'baik', 'sekali', 'sore', 'pengiriman', 'diproses', 'cepat', 'sedikit', 'kekurangan', 'packaging', 'lubang', 'bedaknya', 'terlalu', 'besar', 'dibanding', 'sponsnya', 'kalo', 'ambil', 'bedaknya', 'cara', 'dibalik', 'berceceran', 'sekelilingnya', 'overall', 'bagus', 'repurchase']"
278,blm coba semoga cocok,belum coba semoga cocok,"['belum', 'coba', 'semoga', 'cocok']","['coba', 'semoga', 'cocok']"
279,semoga cocok  makasih bonusnya,semoga cocok  terima kasih bonusnya,"['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['semoga', 'cocok', 'terima', 'kasih', 'bonusnya']"
280,keren bangett warna liptintnya kurang cocok di aku ,keren banget warna liptintnya kurang cocok di aku ,"['keren', 'banget', 'warna', 'liptintnya', 'kurang', 'cocok', 'di', 'aku']","['keren', 'banget', 'warna', 'liptintnya', 'kurang', 'cocok', 'aku']"
281,ampuh suka deh,ampuh suka deh,"['ampuh', 'suka', 'deh']","['ampuh', 'suka', 'deh']"
282,emang bikij calming bangettt apalagi kulitku super kering akhir iniii,memang bikin calming banget apalagi kulitku super kering akhir ini,"['memang', 'bikin', 'calming', 'banget', 'apalagi', 'kulitku', 'super', 'kering', 'akhir', 'ini']","['memang', 'bikin', 'calming', 'banget', 'kulitku', 'super', 'kering', 'akhir']"
283,tiba dgn aman dan cpt serum thick terasa padat tapi cepat menyerap tidak berminysk ada sedikit wangi tipis fruity pelembab ringan cpt menyerap fragrance free sepertinya ok untuk oily skin,tiba dengan aman dan cepat serum thick terasa padat tapi cepat menyerap tidak berminysk ada sedikit wangi tipis fruity pelembab ringan cepat menyerap fragrance free sepertinya ok untuk oily skin,"['tiba', 'dengan', 'aman', 'dan', 'cepat', 'serum', 'thick', 'terasa', 'padat', 'tapi', 'cepat', 'menyerap', 'tidak', 'berminysk', 'ada', 'sedikit', 'wangi', 'tipis', 'fruity', 'pelembab', 'ringan', 'cepat', 'menyerap', 'fragrance', 'free', 'sepertinya', 'ok', 'untuk', 'oily', 'skin']","['tiba', 'aman', 'cepat', 'serum', 'thick', 'terasa', 'padat', 'cepat', 'menyerap', 'berminysk', 'sedikit', 'wangi', 'tipis', 'fruity', 'pelembab', 'ringan', 'cepat', 'menyerap', 'fragrance', 'free', 'sepertinya', 'oily', 'skin']"
284,tipe kulitku berminyak tipe kulitku kering,tipe kulitku berminyak tipe kulitku kering,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']"
285,bener gak perih dimata,benar enggak perih dimata,"['benar', 'enggak', 'perih', 'dimata']","['benar', 'enggak', 'perih', 'dimata']"
286,bagus makasih ya,bagus terima kasih ya,"['bagus', 'terima', 'kasih', 'ya']","['bagus', 'terima', 'kasih']"
287,tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']"
288,baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,"['baru', 'mau', 'coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['baru', 'mau', 'coba', 'semoga', 'cocok', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']"
289,packaging super aman tapi sayang ga dapat bonusnya mungkin lupa sellernya,packaging super aman tapi sayang enggak dapat bonusnya mungkin lupa sellernya,"['packaging', 'super', 'aman', 'tapi', 'sayang', 'enggak', 'dapat', 'bonusnya', 'mungkin', 'lupa', 'sellernya']","['packaging', 'super', 'aman', 'sayang', 'enggak', 'bonusnya', 'mungkin', 'lupa', 'sellernya']"
290,barang sudah sampai cocok untuk kulitku yg berminyak,barang sudah sampai cocok untuk kulitku yang berminyak,"['barang', 'sudah', 'sampai', 'cocok', 'untuk', 'kulitku', 'yang', 'berminyak']","['barang', 'cocok', 'kulitku', 'berminyak']"
291,barusan coba swatch untuk lihat shades nya dan warna coklatnya bagus deh cukup terang dan pigmented walaupun sepertinya kurang waterproof krn td cukup mudah dihapus thank you somethinc tokopedia dan babang gtl,barusan coba swatch untuk lihat shades nya dan warna coklatnya bagus deh cukup terang dan pigmented walaupun sepertinya kurang waterproof karena tadi cukup mudah dihapus thank you somethinc tokopedia dan babang gtl,"['barusan', 'coba', 'swatch', 'untuk', 'lihat', 'shades', 'nya', 'dan', 'warna', 'coklatnya', 'bagus', 'deh', 'cukup', 'terang', 'dan', 'pigmented', 'walaupun', 'sepertinya', 'kurang', 'waterproof', 'karena', 'tadi', 'cukup', 'mudah', 'dihapus', 'thank', 'you', 'somethinc', 'tokopedia', 'dan', 'babang', 'gtl']","['barusan', 'coba', 'swatch', 'lihat', 'shades', 'nya', 'warna', 'coklatnya', 'bagus', 'deh', 'cukup', 'terang', 'pigmented', 'walaupun', 'sepertinya', 'kurang', 'waterproof', 'tadi', 'cukup', 'mudah', 'dihapus', 'thank', 'you', 'somethinc', 'tokopedia', 'babang', 'gtl']"
292,paket telah diterima dengan baik packaging baik produk ok,paket telah diterima dengan baik packaging baik produk ok,"['paket', 'telah', 'diterima', 'dengan', 'baik', 'packaging', 'baik', 'produk', 'ok']","['paket', 'diterima', 'baik', 'packaging', 'baik', 'produk']"
293,kualitas manyap bro tekstur mantaps,kualitas mantap bro tekstur mantap,"['kualitas', 'mantap', 'bro', 'tekstur', 'mantap']","['kualitas', 'mantap', 'bro', 'tekstur', 'mantap']"
294,okeee,oke,['oke'],['oke']
295,terima kasih sdh diterima dgn baik dan cocok,terima kasih sudah diterima dengan baik dan cocok,"['terima', 'kasih', 'sudah', 'diterima', 'dengan', 'baik', 'dan', 'cocok']","['terima', 'kasih', 'diterima', 'baik', 'cocok']"
296,cocok untuk kulit ku,cocok untuk kulit ku,"['cocok', 'untuk', 'kulit', 'ku']","['cocok', 'kulit', 'ku']"
297,tipe kulitku berminyak dan loose powder ini bantu nahan minyak banget,tipe kulitku berminyak dan loose powder ini bantu menahan minyak banget,"['tipe', 'kulitku', 'berminyak', 'dan', 'loose', 'powder', 'ini', 'bantu', 'menahan', 'minyak', 'banget']","['tipe', 'kulitku', 'berminyak', 'loose', 'powder', 'bantu', 'menahan', 'minyak', 'banget']"
298,mantap,mantap,['mantap'],['mantap']
299,tipe kulitku berminyak tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku pori besar cuma perasaanku ajj atau emg skrg formulanya jd cair bget ya perasaan punyaku yg botol sblomnya merah bget dan agak kentel tp yg ini aku beli skrg koq jd cair bget ditetesin  muka jg lgsg ngalir jatuh  bwh  dan warnanya jg gk merah bget mlah agak pink gitu,tipe kulitku berminyak tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku pori besar cuma perasaanku saja atau memang sekarang formulanya jadi cair banget ya perasaan punyaku yang botol sblomnya merah banget dan agak kentel tapi yang ini aku beli sekarang kok jadi cair banget ditetesin  muka juga langsung mengalir jatuh  bwh  dan warnanya juga enggak merah banget malah agak pink begitu,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'cuma', 'perasaanku', 'saja', 'atau', 'memang', 'sekarang', 'formulanya', 'jadi', 'cair', 'banget', 'ya', 'perasaan', 'punyaku', 'yang', 'botol', 'sblomnya', 'merah', 'banget', 'dan', 'agak', 'kentel', 'tapi', 'yang', 'ini', 'aku', 'beli', 'sekarang', 'kok', 'jadi', 'cair', 'banget', 'ditetesin', 'muka', 'juga', 'langsung', 'mengalir', 'jatuh', 'bwh', 'dan', 'warnanya', 'juga', 'enggak', 'merah', 'banget', 'malah', 'agak', 'pink', 'begitu']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'cuma', 'perasaanku', 'memang', 'sekarang', 'formulanya', 'jadi', 'cair', 'banget', 'perasaan', 'punyaku', 'botol', 'sblomnya', 'merah', 'banget', 'kentel', 'aku', 'beli', 'sekarang', 'kok', 'jadi', 'cair', 'banget', 'ditetesin', 'muka', 'langsung', 'mengalir', 'jatuh', 'bwh', 'warnanya', 'enggak', 'merah', 'banget', 'malah', 'pink']"
300,honestly baunya agak kurang suka tapi kayanya cocok aja deh dimuka terima kasih,honestly baunya agak kurang suka tapi kayanya cocok saja deh dimuka terima kasih,"['honestly', 'baunya', 'agak', 'kurang', 'suka', 'tapi', 'kayanya', 'cocok', 'saja', 'deh', 'dimuka', 'terima', 'kasih']","['honestly', 'baunya', 'kurang', 'suka', 'kayanya', 'cocok', 'deh', 'dimuka', 'terima', 'kasih']"
301,suka banget ama cushionnya sampe beli refillnya terus,suka banget sama cushionnya sampai beli refillnya terus,"['suka', 'banget', 'sama', 'cushionnya', 'sampai', 'beli', 'refillnya', 'terus']","['suka', 'banget', 'sama', 'cushionnya', 'beli', 'refillnya', 'terus']"
302,bagus banget mukaku berminyak dengan harga segini cukup nahan minyakku aku pake acara wisuda seharian lanjut acara gereja sampe malem ga se matte itu tapi ga kinclong kek kilang minyak  recommended niatnya beli yang besar aja  ternyata ada diskon kalo nambah jadi tambah yang kecil  lumayan masuk tas,bagus banget mukaku berminyak dengan harga segini cukup menahan minyakku aku pakai acara wisuda seharian lanjut acara gereja sampai malam enggak se matte itu tapi enggak kinclong kayak kilang minyak  recommended niatnya beli yang besar saja  ternyata ada diskon kalo menambah jadi tambah yang kecil  lumayan masuk tas,"['bagus', 'banget', 'mukaku', 'berminyak', 'dengan', 'harga', 'segini', 'cukup', 'menahan', 'minyakku', 'aku', 'pakai', 'acara', 'wisuda', 'seharian', 'lanjut', 'acara', 'gereja', 'sampai', 'malam', 'enggak', 'se', 'matte', 'itu', 'tapi', 'enggak', 'kinclong', 'kayak', 'kilang', 'minyak', 'recommended', 'niatnya', 'beli', 'yang', 'besar', 'saja', 'ternyata', 'ada', 'diskon', 'kalo', 'menambah', 'jadi', 'tambah', 'yang', 'kecil', 'lumayan', 'masuk', 'tas']","['bagus', 'banget', 'mukaku', 'berminyak', 'harga', 'segini', 'cukup', 'menahan', 'minyakku', 'aku', 'pakai', 'acara', 'wisuda', 'seharian', 'lanjut', 'acara', 'gereja', 'malam', 'enggak', 'se', 'matte', 'enggak', 'kinclong', 'kayak', 'kilang', 'minyak', 'recommended', 'niatnya', 'beli', 'besar', 'ternyata', 'diskon', 'kalo', 'menambah', 'jadi', 'tambah', 'kecil', 'lumayan', 'masuk', 'tas']"
303,always repurchase,always repurchase,"['always', 'repurchase']","['always', 'repurchase']"
304,beli krna ada voucher bagus bgt cepet pengirimannya dapet eyelash curler gratiss,beli karena ada voucher bagus banget cepat pengirimannya dapat eyelash curler gratis,"['beli', 'karena', 'ada', 'voucher', 'bagus', 'banget', 'cepat', 'pengirimannya', 'dapat', 'eyelash', 'curler', 'gratis']","['beli', 'voucher', 'bagus', 'banget', 'cepat', 'pengirimannya', 'eyelash', 'curler', 'gratis']"
305,baguss bangettt makasih kak,bagus banget terima kasih kak,"['bagus', 'banget', 'terima', 'kasih', 'kak']","['bagus', 'banget', 'terima', 'kasih', 'kak']"
306,pengirimann cepattt makasih kak,pengiriman cepat terima kasih kak,"['pengiriman', 'cepat', 'terima', 'kasih', 'kak']","['pengiriman', 'cepat', 'terima', 'kasih', 'kak']"
307,beli botol kedua botolnya rusak yg pump nya keras susah saat diteken yg lagi bisa diteken tapi gak mau kluar foamnya akhirnya tuang cairan sabun ke tangan ribet,beli botol kedua botolnya rusak yang pump nya keras susah saat diteken yang lagi bisa diteken tapi enggak mau keluar foamnya akhirnya tuang cairan sabun ke tangan ribet,"['beli', 'botol', 'kedua', 'botolnya', 'rusak', 'yang', 'pump', 'nya', 'keras', 'susah', 'saat', 'diteken', 'yang', 'lagi', 'bisa', 'diteken', 'tapi', 'enggak', 'mau', 'keluar', 'foamnya', 'akhirnya', 'tuang', 'cairan', 'sabun', 'ke', 'tangan', 'ribet']","['beli', 'botol', 'kedua', 'botolnya', 'rusak', 'pump', 'nya', 'keras', 'susah', 'diteken', 'diteken', 'enggak', 'mau', 'keluar', 'foamnya', 'akhirnya', 'tuang', 'cairan', 'sabun', 'tangan', 'ribet']"
308,tipe kulitku berminyak tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']"
309,baru mau nyobain loose powder somethinc karena dapat rekomendasi dari cici saya semoga cocok ya,baru mau mencoba loose powder somethinc karena dapat rekomendasi dari cici saya semoga cocok ya,"['baru', 'mau', 'mencoba', 'loose', 'powder', 'somethinc', 'karena', 'dapat', 'rekomendasi', 'dari', 'cici', 'saya', 'semoga', 'cocok', 'ya']","['baru', 'mau', 'mencoba', 'loose', 'powder', 'somethinc', 'rekomendasi', 'cici', 'semoga', 'cocok']"
310,packing super aman biarpun bli yg seri imutnya siap brangkat traveling tetep bs skin care an tnp bw yg gede,packing super aman biarpun beli yang seri imutnya siap brangkat traveling tetap bisa skin care an tanpa bawa yang gede,"['packing', 'super', 'aman', 'biarpun', 'beli', 'yang', 'seri', 'imutnya', 'siap', 'brangkat', 'traveling', 'tetap', 'bisa', 'skin', 'care', 'an', 'tanpa', 'bawa', 'yang', 'gede']","['packing', 'super', 'aman', 'biarpun', 'beli', 'seri', 'imutnya', 'siap', 'brangkat', 'traveling', 'tetap', 'skin', 'care', 'an', 'bawa', 'gede']"
311,tipe kulitku berminyak sebulan pemakaian dah ada perubahan jujur ini beli kedua kalinya,tipe kulitku berminyak sebulan pemakaian deh ada perubahan jujur ini beli kedua kalinya,"['tipe', 'kulitku', 'berminyak', 'sebulan', 'pemakaian', 'deh', 'ada', 'perubahan', 'jujur', 'ini', 'beli', 'kedua', 'kalinya']","['tipe', 'kulitku', 'berminyak', 'sebulan', 'pemakaian', 'deh', 'perubahan', 'jujur', 'beli', 'kedua', 'kalinya']"
312,tipe kulitku kombinasi semoga cocok yg sdh pernah dipakai dan masih dipakai oil serum bakuchiol hasilnya ok,tipe kulitku kombinasi semoga cocok yang sudah pernah dipakai dan masih dipakai oil serum bakuchiol hasilnya ok,"['tipe', 'kulitku', 'kombinasi', 'semoga', 'cocok', 'yang', 'sudah', 'pernah', 'dipakai', 'dan', 'masih', 'dipakai', 'oil', 'serum', 'bakuchiol', 'hasilnya', 'ok']","['tipe', 'kulitku', 'kombinasi', 'semoga', 'cocok', 'pernah', 'dipakai', 'dipakai', 'oil', 'serum', 'bakuchiol', 'hasilnya']"
313,pengiriman cepat dan packing aman beli karena rekomendasi teman semoga cocok juga,pengiriman cepat dan packing aman beli karena rekomendasi teman semoga cocok juga,"['pengiriman', 'cepat', 'dan', 'packing', 'aman', 'beli', 'karena', 'rekomendasi', 'teman', 'semoga', 'cocok', 'juga']","['pengiriman', 'cepat', 'packing', 'aman', 'beli', 'rekomendasi', 'teman', 'semoga', 'cocok']"
314,makasiiii dapat gift,terima kasih dapat gift,"['terima', 'kasih', 'dapat', 'gift']","['terima', 'kasih', 'gift']"
315,masa expired di bulan agustus cepat sekali,masa expired di bulan agustus cepat sekali,"['masa', 'expired', 'di', 'bulan', 'agustus', 'cepat', 'sekali']","['masa', 'expired', 'bulan', 'agustus', 'cepat', 'sekali']"
316,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']"
317,pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,"['pelembab', 'kasih', 'sensai', 'nyaman', 'di', 'wajah', 'dan', 'buat', 'efek', 'glowing', 'juga']","['pelembab', 'kasih', 'sensai', 'nyaman', 'wajah', 'buat', 'efek', 'glowing']"
318,serumnya bagus di mukaku engga lengket dan bikin muka makin glowing,serumnya bagus di mukaku enggak lengket dan bikin muka makin glowing,"['serumnya', 'bagus', 'di', 'mukaku', 'enggak', 'lengket', 'dan', 'bikin', 'muka', 'makin', 'glowing']","['serumnya', 'bagus', 'mukaku', 'enggak', 'lengket', 'bikin', 'muka', 'makin', 'glowing']"
319,lipstik faforit baru baru beli pertama kali dan langsung jatuh cinta,lipstik favorite baru baru beli pertama kali dan langsung jatuh cinta,"['lipstik', 'favorite', 'baru', 'baru', 'beli', 'pertama', 'kali', 'dan', 'langsung', 'jatuh', 'cinta']","['lipstik', 'favorite', 'baru', 'baru', 'beli', 'pertama', 'kali', 'langsung', 'jatuh', 'cinta']"
320,spatulanya ngebantu banget buat aplikasi pelembab dan cantik banget,spatulanya membantu banget buat aplikasi pelembab dan cantik banget,"['spatulanya', 'membantu', 'banget', 'buat', 'aplikasi', 'pelembab', 'dan', 'cantik', 'banget']","['spatulanya', 'membantu', 'banget', 'buat', 'aplikasi', 'pelembab', 'cantik', 'banget']"
321,sunscreen enak dipakai enggak lengket ringan cepat kering,sunscreen enak dipakai enggak lengket ringan cepat kering,"['sunscreen', 'enak', 'dipakai', 'enggak', 'lengket', 'ringan', 'cepat', 'kering']","['sunscreen', 'enak', 'dipakai', 'enggak', 'lengket', 'ringan', 'cepat', 'kering']"
322,aaa bagus bgtt warnanyaa tahan lamaa sukakkk,aaa bagus banget warnanya tahan lama suka,"['aaa', 'bagus', 'banget', 'warnanya', 'tahan', 'lama', 'suka']","['aaa', 'bagus', 'banget', 'warnanya', 'tahan', 'lama', 'suka']"
323,thanks,thanks,['thanks'],['thanks']
324,cocok pakai produk ini tp pas order malah direfund produknya ga sampe ga tau kemana,cocok pakai produk ini tapi pas order malah direfund produknya enggak sampai enggak tau kemana,"['cocok', 'pakai', 'produk', 'ini', 'tapi', 'pas', 'order', 'malah', 'direfund', 'produknya', 'enggak', 'sampai', 'enggak', 'tau', 'kemana']","['cocok', 'pakai', 'produk', 'pas', 'order', 'malah', 'direfund', 'produknya', 'enggak', 'enggak', 'tau']"
325,aaaaaaaa bagus warnanya pertama beli yg grandmaster mumpung promo,aaaaaaaa bagus warnanya pertama beli yang grandmaster mumpung promo,"['aaaaaaaa', 'bagus', 'warnanya', 'pertama', 'beli', 'yang', 'grandmaster', 'mumpung', 'promo']","['aaaaaaaa', 'bagus', 'warnanya', 'pertama', 'beli', 'grandmaster', 'mumpung', 'promo']"
326,bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,"['bahannya', 'ringan', 'dan', 'mudah', 'meresap', 'di', 'kuliat', 'aku', 'yang', 'kombinasi', 'cenderung', 'kering', 'ini']","['bahannya', 'ringan', 'mudah', 'meresap', 'kuliat', 'aku', 'kombinasi', 'cenderung', 'kering']"
327,serum andalan ku selalu ga pernah mengecewakan as always,serum andalan ku selalu enggak pernah mengecewakan as always,"['serum', 'andalan', 'ku', 'selalu', 'enggak', 'pernah', 'mengecewakan', 'as', 'always']","['serum', 'andalan', 'ku', 'selalu', 'enggak', 'pernah', 'mengecewakan', 'as', 'always']"
328,ekspedisi rekomendasi dari tokped sangat lama dan slowresp status tidak update,ekspedisi rekomendasi dari tokped sangat lama dan slowresp status tidak update,"['ekspedisi', 'rekomendasi', 'dari', 'tokped', 'sangat', 'lama', 'dan', 'slowresp', 'status', 'tidak', 'update']","['ekspedisi', 'rekomendasi', 'tokped', 'sangat', 'lama', 'slowresp', 'status', 'update']"
329,well received thanks,well received thanks,"['well', 'received', 'thanks']","['well', 'received', 'thanks']"
330,aku yakin produknya bagus tapi tolong selevel official store brand kok cuma begini packingnya kan bisa aja itu dicongkel boxnya setidaknya beri plastik bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box aja semoga bisa jadi masukan ya untuk tim somethinc terima kasih,aku yakin produknya bagus tapi tolong selevel official store brand kok cuma begini packingnya kan bisa saja itu dicongkel boxnya setidaknya beri plastik bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box saja semoga bisa jadi masukan ya untuk tim somethinc terima kasih,"['aku', 'yakin', 'produknya', 'bagus', 'tapi', 'tolong', 'selevel', 'official', 'store', 'brand', 'kok', 'cuma', 'begini', 'packingnya', 'kan', 'bisa', 'saja', 'itu', 'dicongkel', 'boxnya', 'setidaknya', 'beri', 'plastik', 'bubble', 'wrap', 'lagi', 'di', 'bagian', 'luarnya', 'mengingat', 'saat', 'ini', 'musim', 'hujan', 'bisa', 'kena', 'rembesan', 'air', 'kalau', 'cuma', 'box', 'saja', 'semoga', 'bisa', 'jadi', 'masukan', 'ya', 'untuk', 'tim', 'somethinc', 'terima', 'kasih']","['aku', 'yakin', 'produknya', 'bagus', 'selevel', 'official', 'store', 'brand', 'kok', 'cuma', 'begini', 'packingnya', 'kan', 'dicongkel', 'boxnya', 'beri', 'plastik', 'bubble', 'wrap', 'bagian', 'luarnya', 'mengingat', 'musim', 'hujan', 'kena', 'rembesan', 'air', 'kalau', 'cuma', 'box', 'semoga', 'jadi', 'masukan', 'tim', 'somethinc', 'terima', 'kasih']"
331,gampang patah  enakan lipcream jadi aman aman aja,gampang patah  enakan lipcream jadi aman aman saja,"['gampang', 'patah', 'enakan', 'lipcream', 'jadi', 'aman', 'aman', 'saja']","['gampang', 'patah', 'enakan', 'lipcream', 'jadi', 'aman', 'aman']"
